ts,signal_id,mode,action,ticker,qty,result,note
2026-06-27T07:08:52.204436+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T08:35:29.045076+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-27T08:35:29.045556+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-27T08:35:29.133341+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T08:35:29.133808+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T08:35:29.134476+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-27T08:35:29.134965+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-27T08:35:29.136567+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-27T08:35:29.136996+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-27T08:35:29.137643+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-27T08:35:29.138053+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-27T08:35:29.151238+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T08:35:29.151698+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T08:35:29.159216+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-27T08:35:29.642553+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-27T08:35:29.643003+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-27T08:35:29.654787+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-27T08:35:29.669898+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T08:35:29.670414+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T08:35:29.718237+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T08:35:29.718648+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T08:35:29.730133+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T08:35:29.730524+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T09:30:00.550088+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-27T09:30:00.550765+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-27T09:30:00.670069+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T09:30:00.670580+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T09:30:00.671296+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-27T09:30:00.671717+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-27T09:30:00.673170+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-27T09:30:00.673648+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-27T09:30:00.674314+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-27T09:30:00.674938+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-27T09:30:00.691398+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T09:30:00.692047+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T09:30:00.703285+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-27T09:30:01.578957+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-27T09:30:01.581072+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-27T09:30:01.599901+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-27T09:30:01.619143+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T09:30:01.620796+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T09:30:01.686837+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T09:30:01.687452+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T09:30:01.701951+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T09:30:01.702871+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T09:44:11.070899+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-27T09:44:11.071277+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-27T09:44:11.140892+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T09:44:11.141291+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T09:44:11.141840+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-27T09:44:11.142202+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-27T09:44:11.143364+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-27T09:44:11.143716+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-27T09:44:11.144223+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-27T09:44:11.144561+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-27T09:44:11.155467+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T09:44:11.155845+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T09:44:11.161979+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-27T09:44:11.586737+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-27T09:44:11.587149+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-27T09:44:11.598269+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-27T09:44:11.609320+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T09:44:11.609742+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T09:44:11.652235+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T09:44:11.652636+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T09:44:11.663295+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T09:44:11.663697+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T09:55:54.098392+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-27T09:55:54.098809+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-27T09:55:54.170994+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T09:55:54.171427+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T09:55:54.172031+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-27T09:55:54.172412+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-27T09:55:54.173635+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-27T09:55:54.174009+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-27T09:55:54.174553+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-27T09:55:54.174907+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-27T09:55:54.186989+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T09:55:54.187411+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T09:55:54.195017+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-27T09:55:54.634594+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-27T09:55:54.635023+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-27T09:55:54.646527+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-27T09:55:54.657663+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T09:55:54.658236+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T09:55:54.702936+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T09:55:54.703367+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T09:55:54.714283+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T09:55:54.714776+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T10:47:27.833519+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-27T10:47:27.833904+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-27T10:47:27.899478+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T10:47:27.899884+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T10:47:27.900453+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-27T10:47:27.900828+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-27T10:47:27.901990+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-27T10:47:27.902327+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-27T10:47:27.902842+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-27T10:47:27.903187+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-27T10:47:27.913282+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T10:47:27.913972+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T10:47:27.919434+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-27T10:47:28.341439+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-27T10:47:28.342128+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-27T10:47:28.353659+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-27T10:47:28.366470+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T10:47:28.366994+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T10:47:28.409666+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T10:47:28.410081+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T10:47:28.420919+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T10:47:28.421312+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T12:14:24.705617+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-27T12:14:24.705993+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-27T12:14:24.771598+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T12:14:24.771984+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T12:14:24.772514+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-27T12:14:24.772859+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-27T12:14:24.774008+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-27T12:14:24.774350+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-27T12:14:24.775197+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-27T12:14:24.775538+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-27T12:14:24.786099+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T12:14:24.786476+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T12:14:24.792198+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-27T12:14:25.235249+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-27T12:14:25.235685+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-27T12:14:25.246863+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-27T12:14:25.257798+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T12:14:25.258188+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T12:14:25.308677+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T12:14:25.309105+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T12:14:25.320587+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T12:14:25.320964+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T12:59:48.956738+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-27T12:59:48.957137+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-27T12:59:49.012377+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T12:59:49.012797+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T12:59:49.013357+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-27T12:59:49.013799+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-27T12:59:49.015123+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-27T12:59:49.015502+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-27T12:59:49.016056+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-27T12:59:49.016399+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-27T12:59:49.026566+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T12:59:49.026947+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T12:59:49.032260+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-27T12:59:49.448002+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-27T12:59:49.448418+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-27T12:59:49.458537+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-27T12:59:49.468674+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T12:59:49.469090+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T12:59:49.506616+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T12:59:49.507038+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T12:59:49.516639+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T12:59:49.517072+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T14:25:15.657445+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-27T14:25:15.657840+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-27T14:25:15.730918+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T14:25:15.731333+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T14:25:15.731876+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-27T14:25:15.732224+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-27T14:25:15.733377+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-27T14:25:15.733725+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-27T14:25:15.734237+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-27T14:25:15.734578+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-27T14:25:15.746288+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T14:25:15.746683+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T14:25:15.752615+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-27T14:25:16.176981+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-27T14:25:16.177408+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-27T14:25:16.188898+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-27T14:25:16.200333+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T14:25:16.200751+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T14:25:16.245299+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T14:25:16.245835+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T14:25:16.257849+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T14:25:16.258275+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T14:28:17.179673+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-27T14:28:17.180029+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-27T14:28:17.246192+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T14:28:17.246583+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T14:28:17.247112+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-27T14:28:17.247561+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-27T14:28:17.248775+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-27T14:28:17.249168+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-27T14:28:17.249757+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-27T14:28:17.250171+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-27T14:28:17.260128+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T14:28:17.260495+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T14:28:17.265962+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-27T14:28:17.687698+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-27T14:28:17.688098+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-27T14:28:17.698864+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-27T14:28:17.709120+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T14:28:17.709515+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T14:28:17.749105+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T14:28:17.749527+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T14:28:17.760752+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T14:28:17.761185+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T15:14:31.330595+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-27T15:14:31.330991+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-27T15:14:31.409026+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T15:14:31.409437+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T15:14:31.409998+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-27T15:14:31.410359+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-27T15:14:31.411530+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-27T15:14:31.411896+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-27T15:14:31.412415+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-27T15:14:31.412755+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-27T15:14:31.425663+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-27T15:14:31.426076+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-27T15:14:31.432140+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-27T15:14:31.881004+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-27T15:14:31.881426+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-27T15:14:31.891943+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-27T15:14:31.902778+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T15:14:31.903178+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T15:14:31.960772+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T15:14:31.961181+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-27T15:14:31.971891+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-27T15:14:31.972288+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-28T08:30:22.647195+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-28T08:30:22.647590+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-28T08:30:22.705079+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-28T08:30:22.705516+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-28T08:30:22.706154+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,5,logged,
2026-06-28T08:30:22.706537+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,5,logged,
2026-06-28T08:30:22.707758+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-28T08:30:22.708137+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-28T08:30:22.708663+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,3,logged,
2026-06-28T08:30:22.709023+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-28T08:30:22.719328+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-28T08:30:22.719737+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-28T08:30:22.725922+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-28T08:30:23.204676+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-28T08:30:23.213143+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-28T08:30:23.224542+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-28T08:30:23.235516+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-28T08:30:23.235997+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-28T08:30:23.281370+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-28T08:30:23.281903+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-28T08:30:23.293181+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-28T08:30:23.293659+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-28T08:31:56.522862+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
